,Name,Favorite_Song,C_IDtwr,E_IDtwr,Mother,PH_ID_Chicken,PR_ID_Chicken,PH_Name,PH_ID_Egg,PR_ID_Egg,I_LOC,NW,Parent_Gen,Father,C_ID_Father,Generation,E_ID_Father,PH_Name_Father,PH_ID,PR_ID,GrandMother,C_ID_Maternal_Mother,E_ID_Maternal_Mother,GrandFather,C_ID,E_IDChicken,E_ID_MotherIL,Mother_I_LOC,E_IDCMF,Father_I_LOC,E_ID_GrandMother_IL,GrandMother_I_LOC,E_ID,GrandFather_I_LOC
478,Houston,Evil Woman,876254856.0,876254856.0,YANG,267447917.0,147650537.0,YANG,267447917.0,147650537.0,A,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,YANG,267447917,267447917,Ralph,800981516,,267447917,C,147650537,B,267447917,C,147650537,B
479,Dominick,The Kid Is Hot Tonite,802146287.0,802146287.0,ASHTON,811262246.0,147650537.0,ASHTON,811262246.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,ASHTON,811262246,811262246,Ralph,800981516,,811262246,A,147650537,B,811262246,A,147650537,B
480,DORTHEY,Fairies Wear Boots,73195593.0,73195593.0,SALLIE,68174929.0,147650537.0,SALLIE,68174929.0,147650537.0,A,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,SALLIE,68174929,68174929,Ralph,800981516,,68174929,C,147650537,B,68174929,C,147650537,B
481,Jarrod,You Give Love A Bad Name,806449088.0,806449088.0,SALLIE,68174929.0,147650537.0,SALLIE,68174929.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,SALLIE,68174929,68174929,Ralph,800981516,,68174929,C,147650537,B,68174929,C,147650537,B
482,Ladarius,Hypnotized,518597010.0,518597010.0,BARBIE,849686314.0,147650537.0,BARBIE,849686314.0,147650537.0,A,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,BARBIE,849686314,849686314,Ralph,800981516,,849686314,A,147650537,B,849686314,A,147650537,B
483,KATIE,Sweet Leaf,98969403.0,98969403.0,HELLEN,172209298.0,147650537.0,HELLEN,172209298.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,HELLEN,172209298,172209298,Ralph,800981516,,172209298,C,147650537,B,172209298,C,147650537,B
484,KYLE,I'm No Angel,414078743.0,414078743.0,BARBRA,142444833.0,147650537.0,BARBRA,142444833.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,BARBRA,142444833,142444833,Ralph,800981516,,142444833,C,147650537,B,142444833,C,147650537,B
485,FARAH,Jailbreak,640400893.0,640400893.0,FERMINA,167740021.0,147650537.0,FERMINA,167740021.0,147650537.0,A,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,147650537,B,167740021,B,147650537,B
486,Axel,With Or Without You,687582102.0,687582102.0,FERMINA,167740021.0,147650537.0,FERMINA,167740021.0,147650537.0,A,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,147650537,B,167740021,B,147650537,B
487,Demarcus,Free Me,282402227.0,282402227.0,PENELOPE,384042912.0,147650537.0,PENELOPE,384042912.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,PENELOPE,384042912,384042912,Ralph,800981516,,384042912,C,147650537,B,384042912,C,147650537,B
488,VELVET,5:15,490000811.0,490000811.0,ZORAIDA,614206375.0,147650537.0,ZORAIDA,614206375.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,147650537,B,614206375,C,147650537,B
489,Theodore,Don't Stand So Close To Me,75397418.0,75397418.0,GWENN,109882960.0,147650537.0,GWENN,109882960.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,GWENN,109882960,109882960,Ralph,800981516,,109882960,A,147650537,B,109882960,A,147650537,B
490,Theodore,Don't Stand So Close To Me,75397418.0,75397418.0,GWENN,109882960.0,147650537.0,GWENN,109882960.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,Randy,109882960,109882960,Ralph,800981516,,109882960,A,147650537,B,109882960,A,147650537,B
491,ERYN,Don't Know What You Got,151557279.0,151557279.0,LISE,823242036.0,147650537.0,LISE,823242036.0,147650537.0,A,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,LISE,823242036,823242036,Ralph,800981516,,823242036,B,147650537,B,823242036,B,147650537,B
492,MINH,One Way Out,39024894.0,39024894.0,AURA,931542825.0,147650537.0,AURA,931542825.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,AURA,931542825,931542825,Ralph,800981516,,931542825,C,147650537,B,931542825,C,147650537,B
493,RANDA,Jessica,491512075.0,491512075.0,OCTAVIA,873742803.0,147650537.0,OCTAVIA,873742803.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,OCTAVIA,873742803,873742803,Ralph,800981516,,873742803,B,147650537,B,873742803,B,147650537,B
494,Maximilian,The Old Man Down The Road,862845764.0,862845764.0,SHARLENE,162244863.0,147650537.0,SHARLENE,162244863.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,SHARLENE,162244863,162244863,Ralph,800981516,,162244863,B,147650537,B,162244863,B,147650537,B
495,Aric,GOT MY MIND SET ON YOU,102504355.0,102504355.0,AKILAH,687124956.0,147650537.0,AKILAH,687124956.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,AKILAH,687124956,687124956,Ralph,800981516,,687124956,B,147650537,B,687124956,B,147650537,B
496,Landon,Commotion,774199741.0,774199741.0,KRIS,839364226.0,147650537.0,KRIS,839364226.0,147650537.0,B,True,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,KRIS,839364226,839364226,Ralph,800981516,,839364226,C,147650537,B,839364226,C,147650537,B
497,FLORINE,Juke Box Hero,870990231.0,870990231.0,DEANE,627080032.0,147650537.0,DEANE,627080032.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,DEANE,627080032,627080032,Ralph,800981516,,627080032,C,147650537,B,627080032,C,147650537,B
498,HILLARY,Mother's Little Helper,191060695.0,191060695.0,DEANE,627080032.0,147650537.0,DEANE,627080032.0,147650537.0,C,False,Gen1,Carter,147650537,Gen1,147650537,Mary,225766667,800981516,DEANE,627080032,627080032,Ralph,800981516,,627080032,C,147650537,B,627080032,C,147650537,B
499,SHANE,"Hey Hey, My My",513673897.0,513673897.0,JOANE,284906937.0,593375306.0,JOANE,284906937.0,593375306.0,A,False,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,593375306,B,284906937,C,593375306,B
500,RHEA,Casey Jones,125985214.0,125985214.0,SONG,739930909.0,593375306.0,SONG,739930909.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,SONG,739930909,739930909,Ralph,800981516,,739930909,A,593375306,B,739930909,A,593375306,B
501,MYUNG,Say You Love Me,140679099.0,140679099.0,RUBIE,449188808.0,593375306.0,RUBIE,449188808.0,593375306.0,A,False,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,593375306,B,449188808,C,593375306,B
502,KARI,Eminence Front,968068047.0,968068047.0,SHENIKA,414449737.0,593375306.0,SHENIKA,414449737.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,SHENIKA,414449737,414449737,Ralph,800981516,,414449737,A,593375306,B,414449737,A,593375306,B
503,Don,Photograph,798049687.0,798049687.0,HELLEN,172209298.0,593375306.0,HELLEN,172209298.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,HELLEN,172209298,172209298,Ralph,800981516,,172209298,C,593375306,B,172209298,C,593375306,B
504,Mitchel,New World Man,505591604.0,505591604.0,FERMINA,167740021.0,593375306.0,FERMINA,167740021.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,593375306,B,167740021,B,593375306,B
505,Armando,Better Man,11123665.0,11123665.0,SHARLENE,162244863.0,593375306.0,SHARLENE,162244863.0,593375306.0,A,False,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,SHARLENE,162244863,162244863,Ralph,800981516,,162244863,B,593375306,B,162244863,B,593375306,B
506,Rowan,Wrapped Around Your Finger,828214093.0,828214093.0,SHARLENE,162244863.0,593375306.0,SHARLENE,162244863.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,SHARLENE,162244863,162244863,Ralph,800981516,,162244863,B,593375306,B,162244863,B,593375306,B
507,Quentin,I Drink Alone,58158187.0,58158187.0,KARISSA,543426712.0,593375306.0,KARISSA,543426712.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,KARISSA,543426712,543426712,Ralph,800981516,,543426712,C,593375306,B,543426712,C,593375306,B
508,CLEMENTINE,Better Off Without You,177007890.0,177007890.0,JOY,823934417.0,593375306.0,JOY,823934417.0,593375306.0,B,True,Gen1,Leonel,593375306,Gen1,593375306,Liz,630559425,800981516,JOY,823934417,823934417,Ralph,800981516,,823934417,A,593375306,B,823934417,A,593375306,B
509,REAGAN,Mr. Jones,937750232.0,937750232.0,JOANE,284906937.0,509012901.0,JOANE,284906937.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,509012901,B,284906937,C,509012901,B
510,STACIE,Finish What Ya Started,706390654.0,706390654.0,ADRIANNA,895601231.0,509012901.0,ADRIANNA,895601231.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,509012901,B,895601231,C,509012901,B
511,JACINDA,Eight Miles High,244370535.0,244370535.0,YANG,267447917.0,509012901.0,YANG,267447917.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,YANG,267447917,267447917,Ralph,800981516,,267447917,C,509012901,B,267447917,C,509012901,B
512,Elisha,Surrender,543327456.0,543327456.0,YANG,267447917.0,509012901.0,YANG,267447917.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,YANG,267447917,267447917,Ralph,800981516,,267447917,C,509012901,B,267447917,C,509012901,B
513,Tucker,CRAZY LOVE,408784025.0,408784025.0,ALEXANDRA,204287992.0,509012901.0,ALEXANDRA,204287992.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,ALEXANDRA,204287992,204287992,Ralph,800981516,,204287992,C,509012901,B,204287992,C,509012901,B
514,Diego,Venus and Mars/Rock Show,418490413.0,418490413.0,CLARINE,942656235.0,509012901.0,CLARINE,942656235.0,509012901.0,A,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,509012901,B,942656235,B,509012901,B
515,LOUISA,I'm Leaving,650369657.0,650369657.0,NELL,477863457.0,509012901.0,NELL,477863457.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,509012901,B,477863457,C,509012901,B
516,Ean,Midnight Rider,650369657.0,650369657.0,NELL,477863457.0,509012901.0,NELL,477863457.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,509012901,B,477863457,C,509012901,B
517,Mathew,Gimme Back My Bullets,888094583.0,888094583.0,HELLEN,172209298.0,509012901.0,HELLEN,172209298.0,509012901.0,C,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,HELLEN,172209298,172209298,Ralph,800981516,,172209298,C,509012901,B,172209298,C,509012901,B
518,Bret,Golden Years,635516242.0,635516242.0,RUFINA,908492913.0,509012901.0,RUFINA,908492913.0,509012901.0,A,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,509012901,B,908492913,A,509012901,B
519,EILEEN,If You Wanna Get to Heaven,69884185.0,69884185.0,PENELOPE,384042912.0,509012901.0,PENELOPE,384042912.0,509012901.0,C,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,PENELOPE,384042912,384042912,Ralph,800981516,,384042912,C,509012901,B,384042912,C,509012901,B
520,CHELSEY,Get It While You Can,867979119.0,867979119.0,PENELOPE,384042912.0,509012901.0,PENELOPE,384042912.0,509012901.0,A,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,PENELOPE,384042912,384042912,Ralph,800981516,,384042912,C,509012901,B,384042912,C,509012901,B
521,DEONNA,Good Riddance (Time Of Your Life),521967089.0,521967089.0,ZORAIDA,614206375.0,509012901.0,ZORAIDA,614206375.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,509012901,B,614206375,C,509012901,B
522,Trenton,Same Old Song and Dance,136054115.0,136054115.0,ZORAIDA,614206375.0,509012901.0,ZORAIDA,614206375.0,509012901.0,C,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,509012901,B,614206375,C,509012901,B
523,BROOKE,Kryptonite,872396738.0,872396738.0,AURA,931542825.0,509012901.0,AURA,931542825.0,509012901.0,A,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,AURA,931542825,931542825,Ralph,800981516,,931542825,C,509012901,B,931542825,C,509012901,B
524,Deonte,Livin' On A Prayer,491834784.0,491834784.0,AURA,931542825.0,509012901.0,AURA,931542825.0,509012901.0,A,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,AURA,931542825,931542825,Ralph,800981516,,931542825,C,509012901,B,931542825,C,509012901,B
525,JAYMIE,Your Song,209636075.0,209636075.0,ALAYNA,957414462.0,509012901.0,ALAYNA,957414462.0,509012901.0,A,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,ALAYNA,957414462,957414462,Ralph,800981516,,957414462,C,509012901,B,957414462,C,509012901,B
526,ELEANORA,Buddy Holly,534795533.0,534795533.0,KARISSA,543426712.0,509012901.0,KARISSA,543426712.0,509012901.0,B,True,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,KARISSA,543426712,543426712,Ralph,800981516,,543426712,C,509012901,B,543426712,C,509012901,B
527,SHENIKA,Born To Be My Baby,483037983.0,483037983.0,KRIS,839364226.0,509012901.0,KRIS,839364226.0,509012901.0,C,False,Gen1,Heriberto,509012901,Gen1,509012901,Pat,631311759,800981516,KRIS,839364226,839364226,Ralph,800981516,,839364226,C,509012901,B,839364226,C,509012901,B
528,JOANA,Runaround,375160706.0,375160706.0,JOANE,284906937.0,56836548.0,JOANE,284906937.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,56836548,A,284906937,C,56836548,A
529,SHERRILL,On a Plain,898717279.0,898717279.0,ADRIANNA,895601231.0,56836548.0,ADRIANNA,895601231.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,56836548,A,895601231,C,56836548,A
530,ELSY,Raise Your Hands,260396827.0,260396827.0,RUBIE,449188808.0,56836548.0,RUBIE,449188808.0,56836548.0,B,True,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,56836548,A,449188808,C,56836548,A
531,CARROL,Far Behind,939171688.0,939171688.0,CLARINE,942656235.0,56836548.0,CLARINE,942656235.0,56836548.0,B,True,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,56836548,A,942656235,B,56836548,A
532,MAGAN,Pride of Man,471283726.0,471283726.0,NELL,477863457.0,56836548.0,NELL,477863457.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,56836548,A,477863457,C,56836548,A
533,Vaughn,Doo Doo Doo Doo Doo (Heartbreaker),777176101.0,777176101.0,BARBRA,142444833.0,56836548.0,BARBRA,142444833.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,BARBRA,142444833,142444833,Ralph,800981516,,142444833,C,56836548,A,142444833,C,56836548,A
534,ALICIA,Paranoid,662188583.0,662188583.0,RUFINA,908492913.0,56836548.0,RUFINA,908492913.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,56836548,A,908492913,A,56836548,A
535,DOMINQUE,THE LAST TIME,477924863.0,477924863.0,FERMINA,167740021.0,56836548.0,FERMINA,167740021.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,FERMINA,167740021,167740021,Ralph,800981516,,167740021,B,56836548,A,167740021,B,56836548,A
536,AISHA,Jack & Diane,163756265.0,163756265.0,GIANNA,52478713.0,56836548.0,GIANNA,52478713.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,GIANNA,52478713,52478713,Ralph,800981516,,52478713,C,56836548,A,52478713,C,56836548,A
537,Raymundo,Rock This Town,163756265.0,163756265.0,GIANNA,52478713.0,56836548.0,GIANNA,52478713.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,GIANNA,52478713,52478713,Ralph,800981516,,52478713,C,56836548,A,52478713,C,56836548,A
538,FLORINE,Intruder/ Pretty Woman,996680589.0,996680589.0,GWENN,109882960.0,56836548.0,GWENN,109882960.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,GWENN,109882960,109882960,Ralph,800981516,,109882960,A,56836548,A,109882960,A,56836548,A
539,FLORINE,Intruder/ Pretty Woman,996680589.0,996680589.0,GWENN,109882960.0,56836548.0,GWENN,109882960.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,Randy,109882960,109882960,Ralph,800981516,,109882960,A,56836548,A,109882960,A,56836548,A
540,Hector,Hurts So Good,573410881.0,573410881.0,LISE,823242036.0,56836548.0,LISE,823242036.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,LISE,823242036,823242036,Ralph,800981516,,823242036,B,56836548,A,823242036,B,56836548,A
541,ROSLYN,Have You Ever Seen the Rain?,218557282.0,218557282.0,AURA,931542825.0,56836548.0,AURA,931542825.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,AURA,931542825,931542825,Ralph,800981516,,931542825,C,56836548,A,931542825,C,56836548,A
542,SUMMER,Fly,218557282.0,218557282.0,AURA,931542825.0,56836548.0,AURA,931542825.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,AURA,931542825,931542825,Ralph,800981516,,931542825,C,56836548,A,931542825,C,56836548,A
543,MOIRA,Honky Tonk Women,969003170.0,969003170.0,OCTAVIA,873742803.0,56836548.0,OCTAVIA,873742803.0,56836548.0,C,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,OCTAVIA,873742803,873742803,Ralph,800981516,,873742803,B,56836548,A,873742803,B,56836548,A
544,SHAWNEE,Fooled Again (I Don't Like It),168178965.0,168178965.0,SHAROLYN,492831188.0,56836548.0,SHAROLYN,492831188.0,56836548.0,A,False,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,SHAROLYN,492831188,492831188,Ralph,800981516,,492831188,C,56836548,A,492831188,C,56836548,A
545,KRISTI,In the Evening,182643458.0,182643458.0,JONELL,452305566.0,56836548.0,JONELL,452305566.0,56836548.0,B,True,Gen1,Kirk,56836548,Gen1,56836548,Mary,225766667,800981516,JONELL,452305566,452305566,Ralph,800981516,,452305566,B,56836548,A,452305566,B,56836548,A
546,Gage,I CAN'T EXPLAIN,682489111.0,682489111.0,JOANE,284906937.0,427934405.0,JOANE,284906937.0,427934405.0,B,True,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,JOANE,284906937,284906937,Ralph,800981516,,284906937,C,427934405,C,284906937,C,427934405,C
547,Zechariah,Highway Song,893472803.0,893472803.0,ADRIANNA,895601231.0,427934405.0,ADRIANNA,895601231.0,427934405.0,C,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,ADRIANNA,895601231,895601231,Ralph,800981516,,895601231,C,427934405,C,895601231,C,427934405,C
548,MARYANNE,Summertime,977623592.0,977623592.0,RUBIE,449188808.0,427934405.0,RUBIE,449188808.0,427934405.0,A,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,427934405,C,449188808,C,427934405,C
549,Harvey,Cryin',977623592.0,977623592.0,RUBIE,449188808.0,427934405.0,RUBIE,449188808.0,427934405.0,A,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,427934405,C,449188808,C,427934405,C
550,MARGARETE,Rosalita (Come Out Tonight),685932285.0,685932285.0,ALEXANDRA,204287992.0,427934405.0,ALEXANDRA,204287992.0,427934405.0,B,True,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,ALEXANDRA,204287992,204287992,Ralph,800981516,,204287992,C,427934405,C,204287992,C,427934405,C
551,AGNUS,Since I've Been Loving You,346456168.0,346456168.0,CLARINE,942656235.0,427934405.0,CLARINE,942656235.0,427934405.0,B,True,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,427934405,C,942656235,B,427934405,C
552,LARA,Magical Mystery Tour,432878712.0,432878712.0,NELL,477863457.0,427934405.0,NELL,477863457.0,427934405.0,C,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,NELL,477863457,477863457,Ralph,800981516,,477863457,C,427934405,C,477863457,C,427934405,C
553,Devin,You May Be Right,601280706.0,601280706.0,ASHTON,811262246.0,427934405.0,ASHTON,811262246.0,427934405.0,C,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,ASHTON,811262246,811262246,Ralph,800981516,,811262246,A,427934405,C,811262246,A,427934405,C
554,Elliott,Radar Love,985662336.0,985662336.0,HELLEN,172209298.0,427934405.0,HELLEN,172209298.0,427934405.0,B,True,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,HELLEN,172209298,172209298,Ralph,800981516,,172209298,C,427934405,C,172209298,C,427934405,C
555,Davis,Let's Spend the Night Together,14883926.0,14883926.0,RUFINA,908492913.0,427934405.0,RUFINA,908492913.0,427934405.0,A,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,RUFINA,908492913,908492913,Ralph,800981516,,908492913,A,427934405,C,908492913,A,427934405,C
556,KEILA,Renegade,753392901.0,753392901.0,ZORAIDA,614206375.0,427934405.0,ZORAIDA,614206375.0,427934405.0,B,True,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,ZORAIDA,614206375,614206375,Ralph,800981516,,614206375,C,427934405,C,614206375,C,427934405,C
557,SIMONE,Somebody Save Me,987825285.0,987825285.0,AURA,931542825.0,427934405.0,AURA,931542825.0,427934405.0,B,True,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,AURA,931542825,931542825,Ralph,800981516,,931542825,C,427934405,C,931542825,C,427934405,C
558,Mohammad,Shanty,10921429.0,10921429.0,KARISSA,543426712.0,427934405.0,KARISSA,543426712.0,427934405.0,A,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,KARISSA,543426712,543426712,Ralph,800981516,,543426712,C,427934405,C,543426712,C,427934405,C
559,LOMA,Happy,360972961.0,360972961.0,JONELL,452305566.0,427934405.0,JONELL,452305566.0,427934405.0,C,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,JONELL,452305566,452305566,Ralph,800981516,,452305566,B,427934405,C,452305566,B,427934405,C
560,FATIMAH,No Easy Way Out,3883591.0,3883591.0,ELFREDA,550261202.0,427934405.0,ELFREDA,550261202.0,427934405.0,C,False,Gen1,Matthew,427934405,Gen1,427934405,Liz,630559425,800981516,ELFREDA,550261202,550261202,Ralph,800981516,,550261202,C,427934405,C,550261202,C,427934405,C
561,REBEKAH,Headed For A Heartbreak,716163194.0,716163194.0,LILIANA,154656326.0,608023228.0,LILIANA,154656326.0,608023228.0,A,False,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,LILIANA,154656326,154656326,Ralph,800981516,,154656326,A,608023228,B,154656326,A,608023228,B
562,Clinton,All Right Now,172633459.0,172633459.0,MALORIE,785972587.0,608023228.0,MALORIE,785972587.0,608023228.0,A,False,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,MALORIE,785972587,785972587,Ralph,800981516,,785972587,B,608023228,B,785972587,B,608023228,B
563,Clint,Hold On,90104014.0,90104014.0,RUBIE,449188808.0,608023228.0,RUBIE,449188808.0,608023228.0,B,True,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,608023228,B,449188808,C,608023228,B
564,Moses,Question,295099088.0,295099088.0,RUBIE,449188808.0,608023228.0,RUBIE,449188808.0,608023228.0,C,False,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,RUBIE,449188808,449188808,Ralph,800981516,,449188808,C,608023228,B,449188808,C,608023228,B
565,MELANIA,Who's Behind The Door,829162618.0,829162618.0,ALEXANDRA,204287992.0,608023228.0,ALEXANDRA,204287992.0,608023228.0,C,False,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,ALEXANDRA,204287992,204287992,Ralph,800981516,,204287992,C,608023228,B,204287992,C,608023228,B
566,Billy,Knockin' On Heaven's Door,912213517.0,912213517.0,CLARINE,942656235.0,608023228.0,CLARINE,942656235.0,608023228.0,A,False,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,CLARINE,942656235,942656235,Ralph,800981516,,942656235,B,608023228,B,942656235,B,608023228,B
567,Bryant,Madman Across The Water,112926609.0,112926609.0,BARBIE,849686314.0,608023228.0,BARBIE,849686314.0,608023228.0,C,False,Gen1,Davon,608023228,Gen1,608023228,Mary,225766667,800981516,BARBIE,849686314,849686314,Ralph,800981516,,849686314,A,608023228,B,849686314,A,608023228,B
